transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN0004139,2024-03-27 05:48:24,P2M,Groceries,727.62,SUCCESS,56+,46-55,Delhi,Kotak Bank,PNB,iOS,4G,0,5,Wednesday,0
TXN0004140,2024-03-27 06:04:27,RECHARGE,Education,879.55,SUCCESS,56+,18-25,Telangana,HDFC Bank,ICICI Bank,iOS,4G,0,6,Wednesday,0
TXN0004141,2024-03-27 06:36:58,BILL_PAYMENT,Healthcare,3172.6,SUCCESS,36-45,46-55,Rajasthan,Kotak Bank,ICICI Bank,Android,5G,0,6,Wednesday,0
TXN0004142,2024-03-27 07:03:54,MERCHANT,Food,733.27,SUCCESS,56+,18-25,Haryana,IndusInd Bank,Bank of Baroda,iOS,WiFi,0,7,Wednesday,0
TXN0004143,2024-03-27 07:52:14,RECHARGE,Food,145.89,SUCCESS,46-55,36-45,Gujarat,Canara Bank,HDFC Bank,iOS,5G,0,7,Wednesday,0
TXN0004144,2024-03-27 08:16:25,BILL_PAYMENT,Food,15.12,SUCCESS,46-55,18-25,Rajasthan,ICICI Bank,ICICI Bank,Android,5G,0,8,Wednesday,0
TXN0004145,2024-03-27 08:53:00,P2M,Food,975.21,SUCCESS,18-25,46-55,Gujarat,Union Bank,ICICI Bank,iOS,4G,0,8,Wednesday,0
TXN0004146,2024-03-27 09:20:36,BILL_PAYMENT,Healthcare,5950.85,SUCCESS,46-55,36-45,Maharashtra,Kotak Bank,HDFC Bank,Android,4G,0,9,Wednesday,0
TXN0004147,2024-03-27 09:39:33,MERCHANT,,9481.73,SUCCESS,56+,36-45,Tamil Nadu,Bank of Baroda,ICICI Bank,iOS,4G,0,9,Wednesday,0
TXN0004148,2024-03-27 10:00:48,P2M,Travel,134567.7,SUCCESS,46-55,56+,West Bengal,SBI,HDFC Bank,iOS,5G,1,10,Wednesday,0
TXN0004149,2024-03-27 10:49:10,BILL_PAYMENT,Electronics,2198.95,SUCCESS,26-35,18-25,Madhya Pradesh,Union Bank,Kotak Bank,Android,WiFi,0,10,Wednesday,0
TXN0004150,2024-03-27 11:03:42,MERCHANT,Electronics,1313.97,SUCCESS,56+,36-45,Punjab,Union Bank,ICICI Bank,Android,4G,0,11,Wednesday,0
TXN0004151,2024-03-27 11:45:20,BILL_PAYMENT,Retail,757.78,SUCCESS,18-25,36-45,West Bengal,Axis Bank,IndusInd Bank,iOS,4G,0,11,Wednesday,0
TXN0004152,2024-03-27 12:21:42,P2P,,1100.85,SUCCESS,26-35,56+,Karnataka,Union Bank,SBI,Android,5G,0,12,Wednesday,0
TXN0004153,2024-03-27 12:53:51,BILL_PAYMENT,Food,1055.33,SUCCESS,56+,26-35,West Bengal,PNB,PNB,iOS,4G,0,12,Wednesday,0
TXN0004154,2024-03-27 13:25:28,RECHARGE,Electronics,513.44,SUCCESS,56+,18-25,Tamil Nadu,Bank of Baroda,SBI,iOS,4G,0,13,Wednesday,0
TXN0004155,2024-03-27 13:51:57,P2M,Utilities,3773.44,SUCCESS,56+,18-25,Maharashtra,PNB,Axis Bank,Android,4G,0,13,Wednesday,0
TXN0004156,2024-03-27 14:04:36,P2P,Utilities,618.95,SUCCESS,18-25,26-35,Bihar,Bank of Baroda,Bank of Baroda,Android,4G,0,14,Wednesday,0
TXN0004157,2024-03-27 14:54:21,MERCHANT,Groceries,3344.92,SUCCESS,56+,26-35,Delhi,SBI,IndusInd Bank,Android,4G,0,14,Wednesday,0
TXN0004158,2024-03-27 15:18:50,MERCHANT,Food,31.96,SUCCESS,18-25,56+,Gujarat,PNB,Canara Bank,Android,WiFi,0,15,Wednesday,0
TXN0004159,2024-03-27 15:58:01,BILL_PAYMENT,Retail,6880.27,SUCCESS,56+,18-25,Gujarat,Kotak Bank,Axis Bank,iOS,4G,0,15,Wednesday,0
TXN0004160,2024-03-27 16:06:59,P2M,Utilities,1422.85,SUCCESS,26-35,18-25,Madhya Pradesh,PNB,PNB,Android,4G,0,16,Wednesday,0
TXN0004161,2024-03-27 16:40:10,RECHARGE,Groceries,2343.04,SUCCESS,56+,46-55,Rajasthan,ICICI Bank,Union Bank,iOS,5G,0,16,Wednesday,0
TXN0004162,2024-03-27 17:24:12,P2M,Healthcare,1615.03,SUCCESS,46-55,18-25,Punjab,Axis Bank,IndusInd Bank,Android,4G,0,17,Wednesday,0
TXN0004163,2024-03-27 17:36:14,BILL_PAYMENT,Electronics,11118.85,SUCCESS,36-45,18-25,Jharkhand,Kotak Bank,SBI,iOS,WiFi,0,17,Wednesday,0
TXN0004164,2024-03-27 18:01:12,MERCHANT,Electronics,53.21,SUCCESS,26-35,26-35,Tamil Nadu,IndusInd Bank,Bank of Baroda,Android,4G,0,18,Wednesday,0
TXN0004165,2024-03-27 18:57:37,P2P,Electronics,2970.0,SUCCESS,36-45,18-25,Madhya Pradesh,IndusInd Bank,SBI,Android,4G,0,18,Wednesday,0
TXN0004166,2024-03-27 19:17:33,P2M,Travel,2854.12,SUCCESS,26-35,46-55,Karnataka,Kotak Bank,Axis Bank,Android,5G,0,19,Wednesday,0
TXN0004167,2024-03-27 19:50:11,P2M,Food,115.79,SUCCESS,36-45,26-35,West Bengal,Kotak Bank,SBI,iOS,WiFi,0,19,Wednesday,0
TXN0004168,2024-03-27 20:23:07,P2P,Electronics,2801.88,SUCCESS,26-35,46-55,Telangana,SBI,SBI,Android,WiFi,0,20,Wednesday,0
TXN0004169,2024-03-27 20:54:34,P2M,Retail,1202.16,SUCCESS,36-45,46-55,Bihar,Bank of Baroda,Canara Bank,iOS,WiFi,0,20,Wednesday,0
TXN0004170,2024-03-27 21:03:14,BILL_PAYMENT,Education,322.55,SUCCESS,46-55,36-45,Uttar Pradesh,Canara Bank,Axis Bank,Android,4G,0,21,Wednesday,0
TXN0004171,2024-03-27 21:49:39,RECHARGE,Education,1262.22,SUCCESS,46-55,46-55,Madhya Pradesh,Axis Bank,Canara Bank,Android,4G,0,21,Wednesday,0
TXN0004172,2024-03-27 22:19:55,RECHARGE,,5065.74,SUCCESS,56+,26-35,West Bengal,HDFC Bank,SBI,Android,4G,0,22,Wednesday,0
TXN0004173,2024-03-27 22:44:06,RECHARGE,Food,1138.9,SUCCESS,46-55,18-25,Jharkhand,Bank of Baroda,Bank of Baroda,Android,WiFi,0,22,Wednesday,0
TXN0004174,2024-03-27 23:17:44,RECHARGE,Retail,177.48,SUCCESS,26-35,36-45,Andhra Pradesh,Kotak Bank,Union Bank,iOS,4G,0,23,Wednesday,0
TXN0004175,2024-03-27 23:48:06,MERCHANT,Food,3805.27,SUCCESS,36-45,46-55,West Bengal,HDFC Bank,Bank of Baroda,Android,5G,0,23,Wednesday,0
TXN0004176,2024-03-28 00:00:22,P2M,Food,4130.34,SUCCESS,26-35,18-25,Madhya Pradesh,Bank of Baroda,SBI,iOS,4G,0,0,Thursday,0
TXN0004177,2024-03-28 00:35:59,P2M,,358.8,SUCCESS,56+,18-25,Andhra Pradesh,Kotak Bank,PNB,Android,5G,0,0,Thursday,0
TXN0004178,2024-03-28 01:18:18,RECHARGE,Travel,3742.85,SUCCESS,18-25,18-25,Maharashtra,Union Bank,Kotak Bank,Android,4G,0,1,Thursday,0
TXN0004179,2024-03-28 01:39:19,MERCHANT,Travel,2172.51,SUCCESS,46-55,56+,Uttar Pradesh,SBI,Axis Bank,iOS,4G,0,1,Thursday,0
TXN0004180,2024-03-28 02:11:11,P2M,Groceries,352.45,SUCCESS,56+,18-25,Jharkhand,Bank of Baroda,SBI,Android,WiFi,0,2,Thursday,0
TXN0004181,2024-03-28 02:49:01,RECHARGE,Entertainment,581.54,SUCCESS,56+,56+,Andhra Pradesh,Axis Bank,HDFC Bank,iOS,4G,0,2,Thursday,0
TXN0004182,2024-03-28 03:27:15,P2P,Electronics,1266.77,SUCCESS,26-35,26-35,Tamil Nadu,Bank of Baroda,Kotak Bank,Android,4G,0,3,Thursday,0
TXN0004183,2024-03-28 03:53:23,P2P,Entertainment,254784.5,SUCCESS,46-55,56+,Rajasthan,HDFC Bank,Canara Bank,iOS,4G,1,3,Thursday,0
TXN0004184,2024-03-28 04:11:18,BILL_PAYMENT,Utilities,2935.41,SUCCESS,18-25,36-45,Andhra Pradesh,HDFC Bank,Axis Bank,iOS,4G,0,4,Thursday,0
TXN0004185,2024-03-28 04:51:53,P2P,Entertainment,1638.53,SUCCESS,26-35,46-55,Rajasthan,IndusInd Bank,Axis Bank,iOS,4G,0,4,Thursday,0
TXN0004186,2024-03-28 05:07:19,RECHARGE,Travel,5903.38,SUCCESS,18-25,56+,Gujarat,ICICI Bank,ICICI Bank,Android,4G,0,5,Thursday,0
TXN0004187,2024-03-28 05:58:11,RECHARGE,Education,800.15,SUCCESS,36-45,26-35,Delhi,Union Bank,IndusInd Bank,iOS,5G,0,5,Thursday,0
TXN0004188,2024-03-28 06:15:32,P2M,Retail,7316.54,SUCCESS,36-45,56+,Tamil Nadu,Union Bank,SBI,Android,WiFi,0,6,Thursday,0
TXN0004189,2024-03-28 06:30:06,P2M,Travel,4020.73,SUCCESS,46-55,46-55,Rajasthan,Bank of Baroda,HDFC Bank,Android,4G,0,6,Thursday,0
TXN0004190,2024-03-28 07:20:19,P2P,Food,1218.24,SUCCESS,18-25,26-35,Uttar Pradesh,Bank of Baroda,HDFC Bank,Android,WiFi,0,7,Thursday,0
TXN0004191,2024-03-28 07:37:00,P2M,Retail,277.87,SUCCESS,26-35,46-55,Bihar,ICICI Bank,Kotak Bank,iOS,4G,0,7,Thursday,0
TXN0004192,2024-03-28 08:26:31,MERCHANT,Entertainment,1751.89,SUCCESS,46-55,56+,Uttar Pradesh,Bank of Baroda,Union Bank,Android,4G,0,8,Thursday,0
TXN0004193,2024-03-28 08:43:52,P2M,Groceries,625.53,SUCCESS,46-55,18-25,Andhra Pradesh,Union Bank,Axis Bank,iOS,WiFi,0,8,Thursday,0
TXN0004194,2024-03-28 09:20:16,P2M,Electronics,171.41,SUCCESS,56+,18-25,Jharkhand,Union Bank,PNB,Android,WiFi,0,9,Thursday,0
TXN0004195,2024-03-28 09:39:18,RECHARGE,Utilities,2993.64,SUCCESS,26-35,46-55,Delhi,Union Bank,Axis Bank,iOS,4G,0,9,Thursday,0
TXN0004196,2024-03-28 10:19:31,BILL_PAYMENT,Electronics,4493.97,SUCCESS,56+,36-45,Punjab,PNB,Axis Bank,Android,4G,0,10,Thursday,0
TXN0004197,2024-03-28 10:58:12,MERCHANT,Utilities,1642.81,SUCCESS,26-35,56+,Bihar,Kotak Bank,PNB,iOS,5G,0,10,Thursday,0
TXN0004198,2024-03-28 11:20:25,RECHARGE,Travel,191.42,SUCCESS,36-45,56+,Rajasthan,IndusInd Bank,ICICI Bank,iOS,4G,0,11,Thursday,0
TXN0004199,2024-03-28 11:54:27,P2P,Healthcare,11385.18,SUCCESS,36-45,36-45,Andhra Pradesh,HDFC Bank,ICICI Bank,Android,4G,0,11,Thursday,0
TXN0004200,2024-03-28 12:15:13,P2M,Food,2557.13,SUCCESS,56+,26-35,Bihar,IndusInd Bank,PNB,iOS,4G,0,12,Thursday,0
TXN0004201,2024-03-28 12:54:02,MERCHANT,Food,6104.21,SUCCESS,26-35,46-55,West Bengal,Union Bank,Axis Bank,iOS,4G,0,12,Thursday,0
TXN0004202,2024-03-28 13:24:10,RECHARGE,Retail,6.39,SUCCESS,46-55,36-45,Uttar Pradesh,SBI,ICICI Bank,Android,4G,0,13,Thursday,0
TXN0004203,2024-03-28 13:46:46,P2P,Utilities,4314.74,SUCCESS,36-45,36-45,Andhra Pradesh,SBI,HDFC Bank,iOS,4G,0,13,Thursday,0
TXN0004204,2024-03-28 14:25:02,RECHARGE,,4796.99,SUCCESS,18-25,46-55,Madhya Pradesh,Bank of Baroda,Axis Bank,iOS,5G,0,14,Thursday,0
TXN0004205,2024-03-28 14:54:58,P2M,,208.67,SUCCESS,26-35,46-55,Jharkhand,PNB,IndusInd Bank,Android,5G,0,14,Thursday,0
TXN0004206,2024-03-28 15:02:05,P2P,Electronics,5801.34,SUCCESS,36-45,36-45,Gujarat,PNB,Canara Bank,Android,4G,0,15,Thursday,0
TXN0004207,2024-03-28 15:36:34,P2M,Utilities,596.24,SUCCESS,18-25,46-55,Rajasthan,HDFC Bank,PNB,Android,4G,0,15,Thursday,0
TXN0004208,2024-03-28 16:13:36,BILL_PAYMENT,Groceries,5499.39,SUCCESS,36-45,18-25,Telangana,HDFC Bank,IndusInd Bank,Android,4G,0,16,Thursday,0
TXN0004209,2024-03-28 16:44:40,MERCHANT,Electronics,72.75,SUCCESS,46-55,18-25,Madhya Pradesh,PNB,Axis Bank,Android,4G,0,16,Thursday,0
TXN0004210,2024-03-28 17:09:35,P2M,Healthcare,1301.66,SUCCESS,36-45,46-55,Rajasthan,IndusInd Bank,Canara Bank,iOS,4G,0,17,Thursday,0
TXN0004211,2024-03-28 17:35:24,P2M,Travel,88079.8,SUCCESS,46-55,56+,Rajasthan,Canara Bank,PNB,Android,WiFi,1,17,Thursday,0
TXN0004212,2024-03-28 18:23:35,BILL_PAYMENT,Electronics,3926.58,SUCCESS,46-55,56+,Telangana,Axis Bank,Kotak Bank,iOS,4G,0,18,Thursday,0
TXN0004213,2024-03-28 18:45:29,P2M,Utilities,1165.91,SUCCESS,36-45,56+,Maharashtra,IndusInd Bank,Union Bank,iOS,4G,0,18,Thursday,0
TXN0004214,2024-03-28 19:28:31,RECHARGE,Food,3235.97,SUCCESS,36-45,56+,Rajasthan,Bank of Baroda,HDFC Bank,Android,4G,0,19,Thursday,0
TXN0004215,2024-03-28 19:57:31,P2M,Electronics,2550.14,SUCCESS,36-45,56+,Uttar Pradesh,Canara Bank,Kotak Bank,Android,4G,0,19,Thursday,0
TXN0004216,2024-03-28 20:24:23,MERCHANT,Food,4048.67,SUCCESS,26-35,46-55,Karnataka,IndusInd Bank,HDFC Bank,iOS,5G,0,20,Thursday,0
TXN0004217,2024-03-28 20:50:27,RECHARGE,Travel,3391.01,SUCCESS,56+,36-45,Jharkhand,Kotak Bank,Axis Bank,Android,5G,0,20,Thursday,0
TXN0004218,2024-03-28 21:25:09,BILL_PAYMENT,Education,3914.51,SUCCESS,46-55,56+,Delhi,IndusInd Bank,IndusInd Bank,Android,4G,0,21,Thursday,0
TXN0004219,2024-03-28 21:43:52,MERCHANT,Electronics,513.07,SUCCESS,56+,46-55,Bihar,ICICI Bank,Axis Bank,Android,4G,0,21,Thursday,0
TXN0004220,2024-03-28 22:17:34,MERCHANT,Education,588.48,SUCCESS,56+,26-35,Jharkhand,Canara Bank,SBI,Android,4G,0,22,Thursday,0
TXN0004221,2024-03-28 22:53:31,P2P,Travel,135.1,SUCCESS,46-55,46-55,Madhya Pradesh,Union Bank,Canara Bank,iOS,WiFi,0,22,Thursday,0
TXN0004222,2024-03-28 23:27:28,P2M,Entertainment,2168.81,SUCCESS,26-35,36-45,Madhya Pradesh,IndusInd Bank,Union Bank,Android,5G,0,23,Thursday,0
TXN0004223,2024-03-28 23:54:17,MERCHANT,Groceries,207.27,SUCCESS,46-55,56+,Bihar,SBI,ICICI Bank,Android,4G,0,23,Thursday,0
TXN0004224,2024-03-29 00:13:56,P2P,Entertainment,1017.98,SUCCESS,56+,36-45,Uttar Pradesh,Kotak Bank,Axis Bank,iOS,4G,0,0,Friday,0
TXN0004225,2024-03-29 00:45:25,RECHARGE,Groceries,1183.29,SUCCESS,36-45,18-25,Karnataka,Axis Bank,Union Bank,Android,4G,0,0,Friday,0
TXN0004226,2024-03-29 01:23:19,RECHARGE,Electronics,3636.78,SUCCESS,56+,56+,Uttar Pradesh,Union Bank,IndusInd Bank,Android,4G,0,1,Friday,0
TXN0004227,2024-03-29 01:52:47,MERCHANT,Travel,1629.67,SUCCESS,18-25,36-45,Madhya Pradesh,SBI,Bank of Baroda,iOS,WiFi,0,1,Friday,0
TXN0004228,2024-03-29 02:07:22,RECHARGE,Healthcare,97.3,SUCCESS,36-45,36-45,Haryana,Kotak Bank,Canara Bank,Android,5G,0,2,Friday,0
TXN0004229,2024-03-29 02:56:42,P2M,Education,136.92,SUCCESS,36-45,26-35,Bihar,Canara Bank,Bank of Baroda,Android,4G,0,2,Friday,0
TXN0004230,2024-03-29 03:01:14,BILL_PAYMENT,Groceries,2300.56,SUCCESS,26-35,56+,Maharashtra,Canara Bank,Kotak Bank,Android,4G,0,3,Friday,0
TXN0004231,2024-03-29 03:39:16,RECHARGE,Travel,9797.96,SUCCESS,36-45,46-55,Gujarat,HDFC Bank,Axis Bank,Android,4G,0,3,Friday,0
TXN0004232,2024-03-29 04:29:55,P2P,Travel,9986.05,SUCCESS,56+,56+,Karnataka,IndusInd Bank,SBI,Android,4G,0,4,Friday,0
TXN0004233,2024-03-29 04:58:09,RECHARGE,Groceries,2601.3,SUCCESS,18-25,46-55,Jharkhand,PNB,HDFC Bank,Android,5G,0,4,Friday,0
TXN0004234,2024-03-29 05:19:38,RECHARGE,Travel,2653.64,SUCCESS,56+,26-35,Haryana,PNB,Union Bank,Android,4G,0,5,Friday,0
TXN0004235,2024-03-29 05:54:13,MERCHANT,Healthcare,14195.41,SUCCESS,46-55,26-35,Andhra Pradesh,SBI,Canara Bank,Android,4G,0,5,Friday,0
TXN0004236,2024-03-29 06:06:02,MERCHANT,Electronics,1290.66,SUCCESS,56+,46-55,West Bengal,SBI,Union Bank,iOS,5G,0,6,Friday,0
TXN0004237,2024-03-29 06:37:27,P2M,Utilities,2062.18,SUCCESS,18-25,26-35,Madhya Pradesh,ICICI Bank,Union Bank,iOS,WiFi,0,6,Friday,0
TXN0004238,2024-03-29 07:20:57,RECHARGE,Electronics,4276.79,SUCCESS,56+,36-45,Jharkhand,Union Bank,Union Bank,Android,WiFi,0,7,Friday,0
TXN0004239,2024-03-29 07:56:26,P2P,Education,268929.96,SUCCESS,46-55,36-45,Rajasthan,Axis Bank,Kotak Bank,iOS,WiFi,1,7,Friday,0
TXN0004240,2024-03-29 08:04:21,P2P,Groceries,272.27,SUCCESS,18-25,56+,Uttar Pradesh,HDFC Bank,SBI,iOS,4G,0,8,Friday,0
TXN0004241,2024-03-29 08:32:04,BILL_PAYMENT,Utilities,717.65,SUCCESS,18-25,18-25,Haryana,IndusInd Bank,ICICI Bank,Android,WiFi,0,8,Friday,0
TXN0004242,2024-03-29 09:15:10,BILL_PAYMENT,Retail,4888.5,SUCCESS,36-45,46-55,Tamil Nadu,Bank of Baroda,Union Bank,iOS,4G,0,9,Friday,0
TXN0004243,2024-03-29 09:34:04,P2P,,100.57,SUCCESS,26-35,26-35,Haryana,SBI,PNB,iOS,WiFi,0,9,Friday,0
TXN0004244,2024-03-29 10:09:01,P2P,Education,7469.17,SUCCESS,36-45,56+,Maharashtra,Kotak Bank,ICICI Bank,Android,4G,0,10,Friday,0
TXN0004245,2024-03-29 10:38:04,P2P,Entertainment,1349.96,SUCCESS,56+,26-35,West Bengal,Axis Bank,Axis Bank,iOS,WiFi,0,10,Friday,0
TXN0004246,2024-03-29 11:02:01,RECHARGE,Healthcare,6977.78,SUCCESS,18-25,18-25,Rajasthan,Bank of Baroda,Kotak Bank,Android,WiFi,0,11,Friday,0
TXN0004247,2024-03-29 11:32:04,MERCHANT,Food,1251.11,SUCCESS,26-35,56+,Bihar,PNB,HDFC Bank,Android,WiFi,0,11,Friday,0
TXN0004248,2024-03-29 12:26:12,P2P,Utilities,34.97,SUCCESS,46-55,26-35,Delhi,ICICI Bank,Union Bank,Android,5G,0,12,Friday,0
TXN0004249,2024-03-29 12:32:49,MERCHANT,Education,738.05,SUCCESS,36-45,36-45,Tamil Nadu,Union Bank,SBI,iOS,4G,0,12,Friday,0
TXN0004250,2024-03-29 13:02:03,RECHARGE,Healthcare,3576.59,SUCCESS,46-55,46-55,Tamil Nadu,ICICI Bank,Union Bank,Android,WiFi,0,13,Friday,0
TXN0004251,2024-03-29 13:47:38,RECHARGE,Utilities,132.97,SUCCESS,56+,56+,Jharkhand,SBI,Kotak Bank,iOS,WiFi,0,13,Friday,0
TXN0004252,2024-03-29 14:18:30,BILL_PAYMENT,Entertainment,1037.46,SUCCESS,46-55,26-35,Tamil Nadu,Bank of Baroda,Union Bank,Android,4G,0,14,Friday,0
TXN0004253,2024-03-29 14:40:45,P2P,Travel,11448.96,SUCCESS,56+,36-45,Punjab,Canara Bank,PNB,Android,5G,0,14,Friday,0
TXN0004254,2024-03-29 15:28:51,P2P,Groceries,3617.21,SUCCESS,56+,18-25,Punjab,Bank of Baroda,PNB,Android,WiFi,0,15,Friday,0
TXN0004255,2024-03-29 15:43:05,P2M,Healthcare,5237.66,SUCCESS,36-45,36-45,Punjab,Kotak Bank,Union Bank,Android,4G,0,15,Friday,0
TXN0004256,2024-03-29 16:03:20,RECHARGE,Retail,153.24,SUCCESS,46-55,18-25,Karnataka,SBI,IndusInd Bank,Android,4G,0,16,Friday,0
TXN0004257,2024-03-29 16:36:08,MERCHANT,Entertainment,616.43,SUCCESS,18-25,26-35,Bihar,SBI,PNB,iOS,WiFi,0,16,Friday,0
TXN0004258,2024-03-29 17:13:16,RECHARGE,Healthcare,925.4,SUCCESS,26-35,56+,Rajasthan,HDFC Bank,PNB,Android,4G,0,17,Friday,0
TXN0004259,2024-03-29 17:31:16,P2M,Travel,2195.42,SUCCESS,36-45,18-25,Maharashtra,Canara Bank,Bank of Baroda,Android,5G,0,17,Friday,0
TXN0004260,2024-03-29 18:00:58,BILL_PAYMENT,Travel,5311.43,SUCCESS,18-25,26-35,Maharashtra,Kotak Bank,Axis Bank,iOS,4G,0,18,Friday,0
TXN0004261,2024-03-29 18:37:10,P2M,Retail,5299.23,SUCCESS,36-45,36-45,Karnataka,PNB,Union Bank,iOS,4G,0,18,Friday,0
TXN0004262,2024-03-29 19:10:37,BILL_PAYMENT,Electronics,2334.86,SUCCESS,46-55,56+,Uttar Pradesh,Axis Bank,Axis Bank,iOS,5G,0,19,Friday,0
TXN0004263,2024-03-29 19:55:23,BILL_PAYMENT,Travel,2171.44,SUCCESS,56+,36-45,Haryana,SBI,Bank of Baroda,iOS,4G,0,19,Friday,0
TXN0004264,2024-03-29 20:01:48,RECHARGE,Groceries,3587.23,SUCCESS,26-35,56+,Gujarat,HDFC Bank,IndusInd Bank,Android,4G,0,20,Friday,0
TXN0004265,2024-03-29 20:59:19,RECHARGE,Travel,3236.95,SUCCESS,56+,26-35,Karnataka,HDFC Bank,SBI,iOS,4G,0,20,Friday,0
TXN0004266,2024-03-29 21:16:47,BILL_PAYMENT,,1414.81,SUCCESS,56+,36-45,West Bengal,Union Bank,HDFC Bank,Android,WiFi,0,21,Friday,0
TXN0004267,2024-03-29 21:51:41,P2M,Education,5083.43,SUCCESS,46-55,46-55,Gujarat,HDFC Bank,Axis Bank,iOS,4G,0,21,Friday,0
TXN0004268,2024-03-29 22:01:07,RECHARGE,Groceries,7004.27,SUCCESS,46-55,36-45,Delhi,HDFC Bank,IndusInd Bank,iOS,4G,0,22,Friday,0
TXN0004269,2024-03-29 22:48:12,MERCHANT,Education,354.36,SUCCESS,26-35,18-25,Jharkhand,Kotak Bank,Union Bank,iOS,4G,0,22,Friday,0
TXN0004270,2024-03-29 23:19:48,BILL_PAYMENT,Travel,1553.05,SUCCESS,46-55,36-45,Andhra Pradesh,Bank of Baroda,Kotak Bank,Android,4G,0,23,Friday,0
TXN0004271,2024-03-29 23:55:12,P2P,Entertainment,2379.0,SUCCESS,36-45,36-45,Tamil Nadu,HDFC Bank,Canara Bank,iOS,4G,0,23,Friday,0
TXN0004272,2024-03-30 00:05:04,RECHARGE,,1653.09,SUCCESS,18-25,18-25,Haryana,SBI,ICICI Bank,Android,5G,0,0,Saturday,1
TXN0004273,2024-03-30 00:41:13,P2M,,1266.93,SUCCESS,18-25,46-55,Madhya Pradesh,IndusInd Bank,Kotak Bank,iOS,4G,0,0,Saturday,1
TXN0004274,2024-03-30 01:06:04,MERCHANT,Electronics,9634.19,SUCCESS,36-45,46-55,Delhi,SBI,HDFC Bank,Android,4G,0,1,Saturday,1
TXN0004275,2024-03-30 01:43:40,MERCHANT,Education,1063.79,SUCCESS,26-35,18-25,Tamil Nadu,Bank of Baroda,Axis Bank,Android,5G,0,1,Saturday,1
TXN0004276,2024-03-30 02:23:22,P2P,Electronics,2634.72,SUCCESS,56+,26-35,Maharashtra,ICICI Bank,SBI,Android,5G,0,2,Saturday,1
TXN0004277,2024-03-30 02:35:42,P2P,Groceries,6829.44,SUCCESS,46-55,46-55,Haryana,Kotak Bank,Axis Bank,Android,4G,0,2,Saturday,1
TXN0004278,2024-03-30 03:15:46,BILL_PAYMENT,Entertainment,61.25,SUCCESS,26-35,18-25,Rajasthan,Union Bank,Canara Bank,iOS,5G,0,3,Saturday,1
TXN0004279,2024-03-30 03:44:58,BILL_PAYMENT,Electronics,4764.61,SUCCESS,36-45,36-45,Karnataka,Canara Bank,SBI,Android,4G,0,3,Saturday,1
TXN0004280,2024-03-30 04:26:17,P2P,Electronics,3910.3,SUCCESS,26-35,46-55,Maharashtra,Canara Bank,Bank of Baroda,iOS,4G,0,4,Saturday,1
TXN0004281,2024-03-30 04:52:57,P2P,Utilities,187.89,SUCCESS,18-25,46-55,Karnataka,ICICI Bank,IndusInd Bank,Android,4G,0,4,Saturday,1
TXN0004282,2024-03-30 05:23:59,RECHARGE,Utilities,743.37,SUCCESS,18-25,18-25,Jharkhand,Canara Bank,HDFC Bank,Android,4G,0,5,Saturday,1
TXN0004283,2024-03-30 05:48:52,MERCHANT,Education,1563.49,SUCCESS,36-45,46-55,Uttar Pradesh,PNB,Canara Bank,iOS,4G,0,5,Saturday,1
TXN0004284,2024-03-30 06:26:26,P2M,Electronics,638.11,SUCCESS,36-45,56+,Andhra Pradesh,Kotak Bank,Canara Bank,iOS,4G,0,6,Saturday,1
TXN0004285,2024-03-30 06:42:41,RECHARGE,,9013.16,SUCCESS,56+,26-35,Telangana,Canara Bank,Bank of Baroda,Android,4G,0,6,Saturday,1
TXN0004286,2024-03-30 07:25:20,BILL_PAYMENT,Entertainment,4795.1,SUCCESS,18-25,56+,Punjab,HDFC Bank,Kotak Bank,Android,5G,0,7,Saturday,1
TXN0004287,2024-03-30 07:35:40,P2M,Retail,768.23,SUCCESS,56+,26-35,Tamil Nadu,HDFC Bank,Canara Bank,Android,4G,0,7,Saturday,1
TXN0004288,2024-03-30 08:15:41,MERCHANT,Education,417.84,SUCCESS,46-55,36-45,Maharashtra,Axis Bank,IndusInd Bank,Android,WiFi,0,8,Saturday,1
TXN0004289,2024-03-30 08:36:22,MERCHANT,Travel,3106.97,SUCCESS,36-45,18-25,Madhya Pradesh,SBI,Canara Bank,iOS,5G,0,8,Saturday,1
TXN0004290,2024-03-30 09:16:43,BILL_PAYMENT,Utilities,534.4,SUCCESS,46-55,26-35,Maharashtra,Union Bank,Axis Bank,iOS,4G,0,9,Saturday,1
TXN0004291,2024-03-30 09:55:56,P2P,Healthcare,3638.27,SUCCESS,18-25,56+,West Bengal,Bank of Baroda,Union Bank,Android,4G,0,9,Saturday,1
TXN0004292,2024-03-30 10:04:59,RECHARGE,Retail,3693.53,SUCCESS,26-35,18-25,Karnataka,Union Bank,PNB,Android,4G,0,10,Saturday,1
TXN0004293,2024-03-30 10:32:18,P2M,Groceries,243.36,SUCCESS,46-55,56+,Karnataka,SBI,HDFC Bank,iOS,4G,0,10,Saturday,1
TXN0004294,2024-03-30 11:05:58,MERCHANT,Electronics,248.87,SUCCESS,26-35,36-45,Andhra Pradesh,ICICI Bank,SBI,Android,5G,0,11,Saturday,1
