transaction_id,timestamp,transaction_type,merchant_category,amount_inr,transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend,tx_count,avg_amt,std_amt,uniq_rec,high_amount_flag,hourly_tx_count,GRS,VA,transaction_type_enc,merchant_category_enc,sender_bank_enc,receiver_bank_enc,network_type_enc,device_type_enc,sender_state_enc,BRS,SNS,SAS,DARS,dars_flag
TXN0004719,2024-04-08 07:33:49,BILL_PAYMENT,Food,821.44,SUCCESS,56+,18-25,Andhra Pradesh,PNB,IndusInd Bank,iOS,WiFi,0,7,Monday,0,111,31760.069369369372,94918.80067039955,10,0,6,10.0,0.8571428546938777,0,3,7,5,2,1,0,47.926437025108534,0.0,29.176643,27.742002,0
TXN0004720,2024-04-08 08:01:58,P2P,Healthcare,1748.31,SUCCESS,46-55,36-45,Rajasthan,Union Bank,IndusInd Bank,Android,4G,0,8,Monday,0,105,14094.47361904762,67457.40703225347,10,0,10,60.0,0.5714285697959183,3,5,9,5,0,0,10,26.282854378411017,0.0,29.02168,31.227427,0
TXN0004721,2024-04-08 08:49:39,RECHARGE,Retail,118.74,SUCCESS,36-45,46-55,Gujarat,Union Bank,HDFC Bank,Android,5G,0,8,Monday,0,104,2262.526923076923,1904.9170495927835,10,0,6,10.0,0.28571428489795925,4,6,9,3,1,0,3,13.169437757042871,0.0,29.02168,8.124918,0
TXN0004722,2024-04-08 09:13:03,P2M,Utilities,3044.52,SUCCESS,36-45,18-25,West Bengal,Union Bank,ICICI Bank,Android,WiFi,0,9,Monday,0,104,2262.526923076923,1904.9170495927835,10,0,6,60.0,0.28571428489795925,2,9,9,4,2,0,14,34.184010481435465,0.0,29.02168,31.530746,0
TXN0004723,2024-04-08 09:58:30,P2M,Retail,4896.14,SUCCESS,26-35,26-35,Maharashtra,PNB,ICICI Bank,Android,5G,0,9,Monday,0,127,2175.7560629921263,2814.651902473672,10,0,8,10.0,0.14285714244897954,2,6,7,4,1,0,8,30.125092770872186,0.0,29.02168,13.478608,0
TXN0004724,2024-04-08 10:07:44,P2M,Utilities,3733.71,FAILED,56+,36-45,Madhya Pradesh,Kotak Bank,Union Bank,iOS,4G,0,10,Monday,0,120,15863.572583333333,61311.10103631213,10,0,6,10.0,0.8571428546938777,2,9,6,9,0,1,7,37.73258586087778,0.0,29.02168,23.664463,0
TXN0004725,2024-04-08 10:31:43,P2P,Healthcare,697.57,SUCCESS,36-45,56+,Rajasthan,Canara Bank,SBI,Android,4G,0,10,Monday,0,106,1858.7118867924528,1534.1941892019954,10,0,8,60.0,0.28571428489795925,3,5,2,8,0,0,10,16.972113970826243,0.0,29.02168,24.645988,0
TXN0004726,2024-04-08 11:27:07,BILL_PAYMENT,Healthcare,2793.92,SUCCESS,56+,56+,Karnataka,Axis Bank,Bank of Baroda,Android,5G,0,11,Monday,0,106,12958.41896226415,60820.15668233536,10,0,4,10.0,0.999999997142857,0,5,0,1,1,0,6,29.926354980739745,0.0,29.02168,21.970543,0
TXN0004727,2024-04-08 11:41:37,P2M,Education,2499.62,SUCCESS,36-45,56+,Andhra Pradesh,IndusInd Bank,IndusInd Bank,iOS,4G,0,11,Monday,0,89,1839.8615730337078,1544.0160231540951,10,0,5,10.0,0.14285714244897954,2,0,5,5,0,1,0,18.505379172814898,0.0,29.02168,8.830723,0
TXN0004728,2024-04-08 12:25:25,P2M,Education,2231.37,SUCCESS,56+,36-45,Rajasthan,ICICI Bank,ICICI Bank,iOS,4G,0,12,Monday,0,121,22046.21520661157,78212.59007336404,10,0,8,60.0,0.8571428546938777,2,0,4,4,0,1,10,36.59280972018872,0.0,29.02168,38.208553,0
TXN0004729,2024-04-08 12:58:36,P2P,Entertainment,2845.07,SUCCESS,56+,18-25,Jharkhand,SBI,Bank of Baroda,Android,4G,0,12,Monday,0,116,35929.33008620689,103973.26014784705,10,0,2,60.0,0.999999997142857,3,2,8,1,0,0,5,48.761258954699905,0.0,29.110617,44.504505,0
TXN0004730,2024-04-08 13:28:25,RECHARGE,Groceries,898.58,SUCCESS,18-25,18-25,Jharkhand,SBI,Kotak Bank,iOS,4G,0,13,Monday,0,85,2843.6529411764704,3432.328003871294,10,0,5,60.0,0.42857142734693876,4,4,8,6,0,1,5,16.615378582968205,0.0,29.02168,25.931866,0
TXN0004731,2024-04-08 13:58:42,P2P,,589.15,SUCCESS,18-25,18-25,Tamil Nadu,PNB,HDFC Bank,Android,WiFi,0,13,Monday,0,97,2334.385051546392,2223.0787454424008,10,0,3,10.0,0.5714285697959183,3,8,7,3,2,0,11,23.231616120450596,0.0,29.02168,15.006932,0
TXN0004732,2024-04-08 14:02:54,P2P,,3484.98,SUCCESS,36-45,18-25,Haryana,HDFC Bank,PNB,iOS,4G,0,14,Monday,0,87,2426.3277011494256,2410.8024063787625,10,0,3,60.0,0.14285714244897954,3,8,3,7,0,1,4,17.18618988227263,0.0,29.02168,23.303047,0
TXN0004733,2024-04-08 14:59:17,P2M,Healthcare,3746.33,SUCCESS,36-45,36-45,Gujarat,IndusInd Bank,Kotak Bank,iOS,4G,0,14,Monday,0,89,1839.8615730337078,1544.0160231540951,10,0,3,10.0,0.14285714244897954,2,5,5,6,0,1,3,12.367682298691221,0.0,29.02168,6.375644,0
TXN0004734,2024-04-08 15:12:24,P2M,Retail,3147.71,SUCCESS,36-45,18-25,Maharashtra,Bank of Baroda,ICICI Bank,iOS,4G,0,15,Monday,0,87,2684.444022988506,2520.793010302863,10,0,3,10.0,0.14285714244897954,2,6,1,4,0,1,8,14.560074635040536,0.0,29.02168,7.252601,0
TXN0004735,2024-04-08 15:58:17,P2P,Groceries,791.69,SUCCESS,26-35,36-45,Gujarat,PNB,HDFC Bank,Android,WiFi,0,15,Monday,0,127,2175.7560629921263,2814.651902473672,10,0,6,10.0,0.14285714244897954,3,4,7,3,2,0,3,29.529345597845506,0.0,29.02168,13.24031,0
TXN0004736,2024-04-08 16:24:04,P2P,,1018.4,SUCCESS,26-35,46-55,Delhi,PNB,Canara Bank,Android,4G,0,16,Monday,0,127,2175.7560629921263,2814.651902473672,10,0,6,10.0,0.14285714244897954,3,8,7,2,0,0,2,24.911581552595536,0.0,29.02168,11.393204,0
TXN0004737,2024-04-08 16:49:17,RECHARGE,Electronics,4825.13,SUCCESS,18-25,46-55,Telangana,SBI,Union Bank,iOS,WiFi,0,16,Monday,0,85,2843.6529411764704,3432.328003871294,10,0,3,10.0,0.42857142734693876,4,1,8,9,2,1,12,45.70313900386529,0.0,29.02168,22.56697,0
TXN0004738,2024-04-08 17:23:34,BILL_PAYMENT,Food,593.28,SUCCESS,56+,36-45,Delhi,Bank of Baroda,Axis Bank,Android,4G,0,17,Monday,0,105,12854.431714285714,65348.16978097511,10,0,3,10.0,0.999999997142857,0,3,1,0,0,0,2,33.62023725627092,0.0,29.02168,23.448095,0
TXN0004739,2024-04-08 17:59:19,BILL_PAYMENT,,9572.12,SUCCESS,56+,26-35,Gujarat,Canara Bank,Canara Bank,Android,4G,0,17,Monday,0,94,15420.781276595744,71234.88318972202,10,0,3,10.0,0.999999997142857,0,8,2,2,0,0,3,36.76595208351567,0.0,29.02168,24.70638,0
TXN0004740,2024-04-08 18:25:24,P2M,Entertainment,2414.9,SUCCESS,18-25,36-45,Haryana,Union Bank,IndusInd Bank,Android,4G,0,18,Monday,0,111,2399.7613513513515,2646.083652090898,10,0,5,60.0,0.5714285697959183,2,2,9,5,0,0,4,12.647383824793081,0.0,29.02168,25.77324,0
TXN0004741,2024-04-08 18:41:04,P2P,Utilities,1427.16,SUCCESS,46-55,46-55,Maharashtra,SBI,HDFC Bank,Android,5G,0,18,Monday,0,104,18325.328461538462,71026.07551179589,10,0,5,10.0,0.5714285697959183,3,9,8,3,1,0,8,24.193300848953967,0.0,29.02168,15.391606,0
TXN0004742,2024-04-08 19:00:32,P2P,Entertainment,638.25,SUCCESS,56+,36-45,Punjab,PNB,IndusInd Bank,Android,4G,0,19,Monday,0,111,31760.069369369372,94918.80067039955,10,0,6,10.0,0.999999997142857,3,2,7,5,0,0,9,26.305353438864657,0.0,29.298962,20.52214,0
TXN0004743,2024-04-08 19:30:54,MERCHANT,Travel,1017.39,SUCCESS,56+,36-45,Delhi,Axis Bank,Bank of Baroda,Android,4G,0,19,Monday,0,106,12958.41896226415,60820.15668233536,10,0,2,10.0,0.999999997142857,1,7,0,1,0,0,2,28.77541037265702,0.0,29.02168,21.510164,0
TXN0004744,2024-04-08 20:08:38,BILL_PAYMENT,,572.02,SUCCESS,36-45,56+,Tamil Nadu,SBI,Axis Bank,iOS,4G,0,20,Monday,0,87,2333.924367816092,2409.9838100477627,10,0,3,10.0,0.14285714244897954,0,8,8,0,0,1,11,33.99961399880798,0.0,29.02168,15.028417,0
TXN0004745,2024-04-08 20:42:35,MERCHANT,Retail,3066.69,SUCCESS,56+,18-25,Andhra Pradesh,SBI,SBI,iOS,5G,0,20,Monday,0,116,35929.33008620689,103973.26014784705,10,0,4,10.0,0.8571428546938777,1,6,8,8,1,1,0,51.188427360019915,0.0,29.863739,29.046799,0
TXN0004746,2024-04-08 21:27:41,BILL_PAYMENT,Entertainment,1602.59,SUCCESS,18-25,36-45,Madhya Pradesh,Axis Bank,ICICI Bank,Android,4G,0,21,Monday,0,97,2093.0183505154637,1928.9534082764724,10,0,5,10.0,0.5714285697959183,0,2,0,4,0,0,7,16.188904812149744,0.0,29.02168,12.189848,0
TXN0004747,2024-04-08 21:30:11,P2P,Groceries,5890.99,SUCCESS,18-25,26-35,Jharkhand,Canara Bank,Bank of Baroda,Android,4G,0,21,Monday,0,104,2847.8729807692307,2708.189818022463,10,0,10,60.0,0.5714285697959183,3,4,2,1,0,0,5,26.995038760945377,0.0,29.02168,31.5123,0
TXN0004748,2024-04-08 22:25:51,RECHARGE,Groceries,686.06,SUCCESS,56+,18-25,Rajasthan,Bank of Baroda,SBI,iOS,5G,0,22,Monday,0,105,12854.431714285714,65348.16978097511,10,0,9,60.0,0.8571428546938777,4,4,1,8,1,1,10,43.6983231273893,0.0,29.02168,41.05076,0
TXN0004749,2024-04-08 22:41:59,RECHARGE,Entertainment,3332.95,SUCCESS,18-25,36-45,Karnataka,Kotak Bank,Bank of Baroda,Android,5G,0,22,Monday,0,93,2665.4836559139785,2653.8544444759495,10,0,4,10.0,0.5714285697959183,4,2,6,1,1,0,6,18.403799855481452,0.0,29.02168,13.075806,0
TXN0004750,2024-04-08 23:09:14,RECHARGE,Groceries,957.02,SUCCESS,56+,18-25,Telangana,Union Bank,Kotak Bank,iOS,WiFi,0,23,Monday,0,116,15491.21025862069,57873.416172974714,10,0,5,10.0,0.8571428546938777,4,4,9,6,2,1,12,47.76575108300266,0.0,29.02168,27.677729,0
TXN0004751,2024-04-08 23:36:12,P2P,Healthcare,295.3,SUCCESS,36-45,56+,Bihar,IndusInd Bank,HDFC Bank,Android,5G,0,23,Monday,0,89,1839.8615730337078,1544.0160231540951,10,0,7,60.0,0.28571428489795925,3,5,5,3,1,0,1,20.273844612530326,0.0,29.02168,25.96668,0
TXN0004752,2024-04-09 00:08:03,P2M,Healthcare,872.67,SUCCESS,46-55,18-25,West Bengal,SBI,Bank of Baroda,iOS,4G,0,0,Tuesday,0,104,18325.328461538462,71026.07551179589,10,0,3,60.0,0.42857142734693876,2,5,8,1,0,1,14,35.50832685922338,0.0,29.02168,33.489044,0
TXN0004753,2024-04-09 00:46:12,BILL_PAYMENT,Travel,1705.14,SUCCESS,26-35,18-25,Tamil Nadu,PNB,Canara Bank,iOS,5G,0,0,Tuesday,0,127,2175.7560629921263,2814.651902473672,10,0,5,10.0,0.0,0,7,7,2,1,1,11,38.59659017375806,0.0,29.02168,15.438636,0
TXN0004754,2024-04-09 01:27:50,P2P,Groceries,3070.74,SUCCESS,26-35,36-45,Gujarat,Bank of Baroda,SBI,iOS,4G,0,1,Tuesday,0,101,2602.231683168317,2301.5175690904766,10,0,6,10.0,0.0,3,4,1,8,0,1,3,22.640007160012686,0.0,29.02168,9.056003,0
TXN0004755,2024-04-09 01:50:51,P2M,Retail,445.7,SUCCESS,36-45,26-35,West Bengal,IndusInd Bank,Canara Bank,iOS,4G,0,1,Tuesday,0,89,1839.8615730337078,1544.0160231540951,10,0,2,60.0,0.14285714244897954,2,6,5,2,0,1,14,28.718268118634846,0.0,29.02168,27.915878,0
TXN0004756,2024-04-09 02:10:22,BILL_PAYMENT,Electronics,1147.23,SUCCESS,18-25,46-55,West Bengal,Canara Bank,HDFC Bank,Android,4G,0,2,Tuesday,0,104,2847.8729807692307,2708.189818022463,10,0,1,60.0,0.5714285697959183,0,1,2,3,0,0,14,32.36001385320088,0.0,29.02168,33.65829,0
TXN0004757,2024-04-09 02:35:06,P2M,Food,111.33,SUCCESS,36-45,18-25,Karnataka,Canara Bank,Union Bank,Android,WiFi,0,2,Tuesday,0,106,1858.7118867924528,1534.1941892019954,10,0,4,10.0,0.28571428489795925,2,3,2,9,2,0,6,31.36844113031811,0.0,29.02168,15.404519,0
TXN0004758,2024-04-09 03:07:36,BILL_PAYMENT,Travel,2531.43,SUCCESS,56+,26-35,Punjab,SBI,Axis Bank,Android,4G,0,3,Tuesday,0,116,35929.33008620689,103973.26014784705,10,0,6,10.0,0.999999997142857,0,7,8,0,0,0,9,47.325772663546594,0.0,29.110617,28.93031,0
TXN0004759,2024-04-09 03:32:39,P2P,Travel,4804.91,SUCCESS,56+,46-55,Jharkhand,Bank of Baroda,IndusInd Bank,Android,4G,0,3,Tuesday,0,105,12854.431714285714,65348.16978097511,10,0,5,60.0,0.999999997142857,3,7,1,5,0,0,5,20.222674155370655,0.0,29.02168,33.08907,0
TXN0004760,2024-04-09 04:05:30,RECHARGE,Food,355.59,SUCCESS,56+,36-45,Haryana,Bank of Baroda,IndusInd Bank,iOS,WiFi,0,4,Tuesday,0,105,12854.431714285714,65348.16978097511,10,0,3,60.0,0.8571428546938777,4,3,1,5,2,1,4,46.92814818978582,0.0,29.02168,42.34269,0
TXN0004761,2024-04-09 04:42:55,RECHARGE,Healthcare,792.18,SUCCESS,46-55,26-35,Gujarat,PNB,Kotak Bank,Android,5G,0,4,Tuesday,0,111,33312.69945945946,97494.74939112828,10,0,7,10.0,0.5714285697959183,4,5,7,6,1,0,3,35.29259742298093,0.0,29.176643,19.831326,0
TXN0004762,2024-04-09 05:03:44,P2P,Healthcare,5738.55,SUCCESS,36-45,26-35,Jharkhand,SBI,Canara Bank,Android,4G,0,5,Tuesday,0,87,2333.924367816092,2409.9838100477627,10,0,4,60.0,0.28571428489795925,3,5,8,2,0,0,5,13.581447688346927,0.0,29.02168,23.289722,0
TXN0004763,2024-04-09 05:46:22,RECHARGE,Retail,2104.16,SUCCESS,46-55,36-45,Tamil Nadu,SBI,Kotak Bank,Android,WiFi,0,5,Tuesday,0,104,18325.328461538462,71026.07551179589,10,0,10,10.0,0.5714285697959183,4,6,8,6,2,0,11,37.949812360886135,0.0,29.02168,20.89421,0
TXN0004764,2024-04-09 06:12:08,BILL_PAYMENT,Groceries,1364.6,SUCCESS,18-25,36-45,Uttar Pradesh,PNB,ICICI Bank,Android,5G,0,6,Tuesday,0,97,2334.385051546392,2223.0787454424008,10,0,4,60.0,0.5714285697959183,0,4,7,4,1,0,13,17.14354851284341,0.0,29.02168,27.571705,0
TXN0004765,2024-04-09 06:55:27,RECHARGE,Utilities,5459.36,SUCCESS,46-55,36-45,Punjab,Union Bank,PNB,Android,4G,0,6,Tuesday,0,105,14094.47361904762,67457.40703225347,10,0,7,10.0,0.5714285697959183,4,9,9,7,0,0,9,34.11631917578005,0.0,29.02168,19.360813,0
TXN0004766,2024-04-09 07:24:39,P2P,Healthcare,651.26,SUCCESS,18-25,46-55,Haryana,Bank of Baroda,Kotak Bank,iOS,4G,0,7,Tuesday,0,89,2110.99,1956.6365952090753,10,0,6,60.0,0.42857142734693876,3,5,1,6,0,1,4,15.320422718234823,0.0,29.02168,25.413883,0
TXN0004767,2024-04-09 07:47:48,P2P,Travel,6997.66,SUCCESS,56+,56+,Tamil Nadu,Canara Bank,PNB,Android,4G,0,7,Tuesday,0,94,15420.781276595744,71234.88318972202,10,0,5,10.0,0.999999997142857,3,7,2,7,0,0,11,27.059878557980426,0.0,29.02168,20.823952,0
TXN0004768,2024-04-09 08:20:37,MERCHANT,Groceries,326860.97,SUCCESS,56+,46-55,Bihar,SBI,PNB,Android,5G,1,8,Tuesday,0,116,35929.33008620689,103973.26014784705,10,1,5,60.0,0.999999997142857,1,4,8,7,1,0,1,85.8667652685917,0.0,95.15171,59.346706,0
TXN0004769,2024-04-09 08:48:02,P2M,Education,743.95,SUCCESS,18-25,26-35,Karnataka,Bank of Baroda,Axis Bank,Android,4G,0,8,Tuesday,0,89,2110.99,1956.6365952090753,10,0,5,10.0,0.5714285697959183,2,0,1,0,0,0,6,16.427976454849315,0.0,29.02168,12.285477,0
TXN0004770,2024-04-09 09:10:43,P2M,Entertainment,849.09,SUCCESS,46-55,26-35,Karnataka,HDFC Bank,Canara Bank,Android,4G,0,9,Tuesday,0,114,30728.154824561403,92191.09248499262,10,0,6,10.0,0.5714285697959183,2,2,3,2,0,0,6,25.343186485163585,0.0,29.110617,15.851561,0
TXN0004771,2024-04-09 09:40:15,P2M,Groceries,1649.36,SUCCESS,18-25,46-55,Haryana,Axis Bank,ICICI Bank,iOS,4G,0,9,Tuesday,0,97,2093.0183505154637,1928.9534082764724,10,0,2,60.0,0.42857142734693876,2,4,0,4,0,1,4,21.239005300831977,0.0,29.02168,27.781317,0
TXN0004772,2024-04-09 10:03:14,RECHARGE,Utilities,6464.81,SUCCESS,46-55,26-35,Andhra Pradesh,Axis Bank,PNB,iOS,4G,0,10,Tuesday,0,95,20517.63747368421,74858.23110501954,10,0,7,10.0,0.42857142734693876,4,9,0,7,0,1,0,48.79838048585381,0.0,29.02168,23.805067,0
TXN0004773,2024-04-09 10:38:08,RECHARGE,Travel,1892.76,SUCCESS,46-55,36-45,Maharashtra,PNB,Bank of Baroda,iOS,4G,0,10,Tuesday,0,111,33312.69945945946,97494.74939112828,10,0,5,10.0,0.42857142734693876,4,7,7,1,0,1,8,34.80581296343386,0.0,33.786125,18.20804,0
TXN0004774,2024-04-09 11:02:36,P2P,Utilities,433.26,SUCCESS,36-45,18-25,Tamil Nadu,HDFC Bank,Bank of Baroda,iOS,WiFi,0,11,Tuesday,0,87,2426.3277011494256,2410.8024063787625,10,0,7,10.0,0.14285714244897954,3,9,3,1,2,1,11,30.417877085130193,0.0,29.02168,13.595722,0
TXN0004775,2024-04-09 11:40:09,RECHARGE,Utilities,1770.14,SUCCESS,18-25,56+,Madhya Pradesh,SBI,SBI,iOS,4G,0,11,Tuesday,0,85,2843.6529411764704,3432.328003871294,10,0,8,10.0,0.42857142734693876,4,9,8,8,0,1,7,30.195810608095208,0.0,29.02168,16.364038,0
TXN0004776,2024-04-09 12:20:49,P2P,Groceries,500.23,SUCCESS,56+,26-35,Uttar Pradesh,Kotak Bank,ICICI Bank,Android,4G,0,12,Tuesday,0,120,15863.572583333333,61311.10103631213,10,0,6,60.0,0.999999997142857,3,4,6,4,0,0,13,25.29950198494616,0.0,29.02168,35.1198,0
TXN0004777,2024-04-09 12:36:51,RECHARGE,Education,525.88,SUCCESS,36-45,26-35,Uttar Pradesh,Axis Bank,Kotak Bank,iOS,4G,0,12,Tuesday,0,100,2560.3928,3096.5585905836383,10,0,6,60.0,0.14285714244897954,4,0,0,6,0,1,13,31.033203345657604,0.0,29.02168,28.841852,0
TXN0004778,2024-04-09 13:20:28,RECHARGE,Groceries,260.05,SUCCESS,18-25,36-45,Punjab,HDFC Bank,IndusInd Bank,iOS,5G,0,13,Tuesday,0,99,2451.089494949495,2484.0631831662386,10,0,5,10.0,0.42857142734693876,4,4,3,5,1,1,9,10.535923260904653,0.0,29.02168,8.500084,0
TXN0004779,2024-04-09 13:48:22,P2M,Retail,401.35,SUCCESS,56+,18-25,Uttar Pradesh,Canara Bank,Axis Bank,Android,4G,0,13,Tuesday,0,94,15420.781276595744,71234.88318972202,10,0,5,60.0,0.999999997142857,2,6,2,0,0,0,13,24.688919909378185,0.0,29.02168,34.87557,0
TXN0004780,2024-04-09 14:19:07,BILL_PAYMENT,Travel,626.13,FAILED,56+,46-55,Tamil Nadu,ICICI Bank,Kotak Bank,Android,4G,0,14,Tuesday,0,121,22046.21520661157,78212.59007336404,10,0,5,10.0,0.999999997142857,0,7,4,6,0,0,11,29.114047953165283,0.0,29.02168,21.645618,0
TXN0004781,2024-04-09 14:37:50,RECHARGE,Retail,683.19,SUCCESS,18-25,26-35,West Bengal,SBI,ICICI Bank,Android,4G,0,14,Tuesday,0,85,2843.6529411764704,3432.328003871294,10,0,2,60.0,0.5714285697959183,4,6,8,4,0,0,14,27.088593190545964,0.0,29.02168,31.549723,0
TXN0004782,2024-04-09 15:20:41,RECHARGE,Electronics,4167.4,SUCCESS,18-25,18-25,Haryana,ICICI Bank,Kotak Bank,Android,4G,0,15,Tuesday,0,98,2736.058775510204,2631.6478471076093,10,0,5,60.0,0.5714285697959183,4,1,4,6,0,0,4,13.430934752904506,0.0,29.02168,26.08666,0
TXN0004783,2024-04-09 15:38:35,P2M,Groceries,4520.57,SUCCESS,36-45,36-45,West Bengal,IndusInd Bank,PNB,iOS,4G,0,15,Tuesday,0,89,1839.8615730337078,1544.0160231540951,10,0,5,60.0,0.14285714244897954,2,4,5,7,0,1,14,18.02050920020592,0.0,29.02168,23.636776,0
TXN0004784,2024-04-09 16:27:05,RECHARGE,Food,1210.87,SUCCESS,56+,26-35,Bihar,SBI,SBI,iOS,4G,0,16,Tuesday,0,116,35929.33008620689,103973.26014784705,10,0,7,60.0,0.8571428546938777,4,3,8,8,0,1,1,48.52121950001721,0.0,29.863739,42.979916,0
TXN0004785,2024-04-09 16:48:47,BILL_PAYMENT,Food,1766.76,SUCCESS,36-45,18-25,Bihar,SBI,Bank of Baroda,Android,4G,0,16,Tuesday,0,87,2333.924367816092,2409.9838100477627,10,0,3,60.0,0.28571428489795925,0,3,8,1,0,0,1,20.9073829608123,0.0,29.02168,26.220097,0
TXN0004786,2024-04-09 17:06:32,P2P,Entertainment,807.57,SUCCESS,46-55,18-25,Gujarat,SBI,ICICI Bank,iOS,4G,0,17,Tuesday,0,104,18325.328461538462,71026.07551179589,10,0,6,10.0,0.42857142734693876,3,2,8,4,0,1,3,24.92291501517198,0.0,29.02168,14.25488,0
TXN0004787,2024-04-09 17:40:30,MERCHANT,Education,370.14,SUCCESS,18-25,18-25,Rajasthan,Axis Bank,Union Bank,Android,4G,0,17,Tuesday,0,97,2093.0183505154637,1928.9534082764724,10,0,5,60.0,0.5714285697959183,1,0,0,9,0,0,10,25.536251548589803,0.0,29.02168,30.928787,0
TXN0004788,2024-04-09 18:27:48,BILL_PAYMENT,Travel,1594.17,SUCCESS,46-55,26-35,Gujarat,Bank of Baroda,Kotak Bank,Android,4G,0,18,Tuesday,0,105,29667.722857142857,93091.9374122215,10,0,7,10.0,0.5714285697959183,0,7,1,6,0,0,3,32.28170322220713,0.0,29.176643,18.626966,0
TXN0004789,2024-04-09 18:40:07,BILL_PAYMENT,Education,2953.64,SUCCESS,46-55,26-35,Punjab,HDFC Bank,ICICI Bank,Android,5G,0,18,Tuesday,0,114,30728.154824561403,92191.09248499262,10,0,3,10.0,0.5714285697959183,0,0,3,4,1,0,9,39.65957346125364,0.0,29.110617,21.578115,0
TXN0004790,2024-04-09 19:16:19,RECHARGE,Entertainment,4086.02,SUCCESS,26-35,46-55,Haryana,ICICI Bank,PNB,Android,4G,0,19,Tuesday,0,96,2316.719375,2201.5743939753715,10,0,7,60.0,0.14285714244897954,4,2,4,7,0,0,4,18.2829377637338,0.0,29.02168,23.741747,0
TXN0004791,2024-04-09 19:37:13,RECHARGE,Retail,2264.33,SUCCESS,26-35,18-25,Karnataka,HDFC Bank,ICICI Bank,Android,5G,0,19,Tuesday,0,111,2462.6384684684685,2642.066253727872,10,0,6,10.0,0.14285714244897954,4,6,3,4,1,0,6,12.382193165378297,0.0,29.02168,6.3814487,0
TXN0004792,2024-04-09 20:22:34,BILL_PAYMENT,Retail,1452.5,SUCCESS,46-55,36-45,Tamil Nadu,Bank of Baroda,ICICI Bank,Android,5G,0,20,Tuesday,0,105,29667.722857142857,93091.9374122215,10,0,6,10.0,0.5714285697959183,0,6,1,4,1,0,11,34.9262726660326,0.0,29.298962,19.684795,0
TXN0004793,2024-04-09 20:49:26,RECHARGE,Entertainment,13732.85,SUCCESS,46-55,36-45,Telangana,Kotak Bank,Canara Bank,Android,5G,0,20,Tuesday,0,92,21477.33847826087,81185.62101853527,10,0,7,10.0,0.5714285697959183,4,2,6,2,1,0,12,36.77323007441014,0.0,29.02168,20.423578,0
TXN0004794,2024-04-09 21:08:59,RECHARGE,Food,199.97,SUCCESS,36-45,56+,Madhya Pradesh,HDFC Bank,Axis Bank,Android,WiFi,0,21,Tuesday,0,87,2426.3277011494256,2410.8024063787625,10,0,4,10.0,0.28571428489795925,4,3,3,0,2,0,7,25.408630364113733,0.0,29.02168,13.020595,0
TXN0004795,2024-04-09 21:34:37,BILL_PAYMENT,Entertainment,1096.26,SUCCESS,26-35,46-55,Tamil Nadu,ICICI Bank,Kotak Bank,Android,4G,0,21,Tuesday,0,96,2316.719375,2201.5743939753715,10,0,5,10.0,0.14285714244897954,0,2,4,6,0,0,11,11.748095924439738,0.0,29.02168,6.12781,0
TXN0004796,2024-04-09 22:03:52,P2M,Entertainment,5042.07,SUCCESS,46-55,46-55,Bihar,SBI,Canara Bank,Android,4G,0,22,Tuesday,0,104,18325.328461538462,71026.07551179589,10,0,3,60.0,0.5714285697959183,2,2,8,2,0,0,1,30.30919554934109,0.0,29.02168,32.837963,0
TXN0004797,2024-04-09 22:55:52,BILL_PAYMENT,Education,29.85,SUCCESS,26-35,36-45,Haryana,ICICI Bank,HDFC Bank,Android,4G,0,22,Tuesday,0,96,2316.719375,2201.5743939753715,10,0,6,60.0,0.14285714244897954,0,0,4,3,0,0,4,22.72766997120658,0.0,29.02168,25.51964,0
TXN0004798,2024-04-09 23:26:34,P2M,Education,1391.19,SUCCESS,46-55,56+,Madhya Pradesh,HDFC Bank,Union Bank,Android,5G,0,23,Tuesday,0,114,30728.154824561403,92191.09248499262,10,0,3,10.0,0.5714285697959183,2,0,3,9,1,0,7,40.866064398866044,0.0,29.110617,22.06071,0
TXN0004799,2024-04-09 23:48:33,MERCHANT,Retail,216.91,SUCCESS,26-35,36-45,Bihar,Bank of Baroda,IndusInd Bank,Android,5G,0,23,Tuesday,0,101,2602.231683168317,2301.5175690904766,10,0,2,60.0,0.14285714244897954,1,6,1,5,1,0,1,21.569937258903494,0.0,29.02168,25.056547,0
TXN0004800,2024-04-10 00:25:15,P2P,Food,287.2,SUCCESS,36-45,26-35,Delhi,IndusInd Bank,IndusInd Bank,Android,5G,0,0,Wednesday,0,89,1839.8615730337078,1544.0160231540951,10,0,7,10.0,0.28571428489795925,3,3,5,5,1,0,2,15.696264294696434,0.0,29.02168,9.135649,0
TXN0004801,2024-04-10 00:50:22,BILL_PAYMENT,Healthcare,241.07,SUCCESS,36-45,18-25,Andhra Pradesh,SBI,PNB,Android,WiFi,0,0,Wednesday,0,87,2333.924367816092,2409.9838100477627,10,0,2,10.0,0.28571428489795925,0,5,8,7,2,0,0,41.287966240655386,0.0,29.02168,19.37233,0
TXN0004802,2024-04-10 01:06:01,MERCHANT,,4591.13,SUCCESS,18-25,56+,Tamil Nadu,Union Bank,Bank of Baroda,Android,4G,0,1,Wednesday,0,111,2399.7613513513515,2646.083652090898,10,0,8,10.0,0.5714285697959183,1,8,9,1,0,0,11,30.708885160365902,0.0,29.02168,17.997839,0
